"","diameter","albedo","a","q","n","per","moid","t_jup","sigma_a","class_var"
"859",13.393,0.326,2.60383632689688,2.24803883433843,0.234575986483929,1534.68394355304,1.29374,3.36,1.3857e-08,"S"
"861",5.161,0.289,2.29223192162116,1.78730729953371,0.283998626427296,1267.61176463704,0.866918,3.456,8.7154e-09,"S"
"863",8.243,0.285,2.69024339001013,2.40236862772162,0.223365818648477,1611.70586519575,1.42385,3.355,1.3803e-08,"S"
"864",5.22,0.309,2.19093568570987,1.80609332664722,0.303920244660811,1184.5212891355,0.790936,3.649,7.4791e-09,"S"
"868",6.252,0.294,2.27352386660693,1.90819716935368,0.287511219965595,1252.12504765233,0.917088,3.588,7.5049e-09,"S"
"869",15.538,0.168,2.73247886223625,2.44820498519243,0.21820708986188,1649.80890505378,1.44814,3.343,1.2829e-08,"L"
"870",5.798,0.398,2.47411854304211,2.35541346638582,0.253263915892823,1421.44212976769,1.38057,3.474,9.3538e-09,"V"
"871",12.812,0.172,2.80674327431469,2.37692359190169,0.20960422763159,1717.52260948072,1.3732,3.291,1.5515e-08,"S"
"872",8.175,0.29,2.55339810162491,2.06649792163847,0.241560698725509,1490.30865492352,1.07045,3.406,8.9397e-09,"S"
"874",5.021,0.419,1.8920189142396,1.63927335897892,0.378717927014846,950.575545334267,0.787059,3.847,7.5567e-09,"S"
"878",1,0.23,1.92690698707858,1.04286066180984,0.36847917360944,976.988730390426,0.0555272,3.781,2.2013e-09,"V"
"884",6.634,0.473,2.41647645887599,2.26607887420824,0.262379693827743,1372.05739799493,1.27846,3.508,9.2548e-09,"S"
"885",4.694,0.384,2.14490883278473,2.00617572920802,0.313755116999248,1147.39164557072,1.01865,3.706,6.7233e-09,"S"
"888",4.693,0.245,1.87235071182396,1.72155934403801,0.384700963205844,935.791782271607,0.746764,3.871,5.5571e-09,"S"
"891",10.397,0.215,2.8009507989745,2.43372957775797,0.210254768237118,1712.20849362144,1.42084,3.298,1.5803e-08,"S"
"892",2.945,0.097,1.98271874342189,0.725106602371331,0.353030644574009,1019.74150270836,0.0284265,3.572,2.306e-09,"S"
"894",6.551,0.412,2.41660015319624,2.26694542681344,0.262359549124123,1372.16274841852,1.28205,3.507,1.0512e-08,"V"
"895",9.636,0.209,2.36662481660873,1.66614753972984,0.270713524136743,1329.81904449723,0.681142,3.484,8.097e-09,"S"
"897",7.675,0.119,2.36835602834198,1.77971539064802,0.270416750698947,1331.27847690465,0.778018,3.487,7.1743e-09,"S"
"899",5.9,0.214,2.2079734390441,1.79627383273385,0.300409253999259,1198.36521414513,0.790948,3.631,7.4131e-09,"S"
"901",7.938,0.256,2.24387108205912,1.85985004799307,0.293229204015455,1227.70854700075,0.869056,3.608,6.8729e-09,"S"
"902",14.8,0.097,2.77233143386151,2.14736958812794,0.213518913121317,1686.03331076089,1.21296,3.239,1.9132e-08,"S"
"906",11.61,0.29,2.76011892012184,2.21490637493262,0.214937593819577,1674.90476469273,1.22813,3.286,1.4759e-08,"S"
"909",5.687,0.388,2.22285808180909,1.842856431325,0.29739692228632,1210.50344849705,0.858572,3.624,7.1942e-09,"S"
"910",11.1,0.36,2.75899177817603,2.46446704350839,0.215069321243349,1673.8789052701,1.46716,3.316,1.4086e-08,"S"
"911",6.336,0.118,2.2379598396355,1.83722239078339,0.294391753700129,1222.86033992209,0.836059,3.611,8.0483e-09,"S"
"915",10.767,0.265,2.76861740640405,2.19730581237171,0.213948702190573,1682.64633678092,1.21391,3.284,1.4207e-08,"S"
"919",7.482,0.178,2.26365989721388,2.2199135688078,0.289392524526315,1243.98513952376,1.2374,3.617,8.1748e-09,"L"
"920",11.266,0.278,2.61680290270505,2.11255480233039,0.232834619418429,1546.16182464275,1.17019,3.34,1.2473e-08,"S"
"921",18.719,0.224,2.64628225922296,2.33903688789882,0.228954838539837,1572.36248989497,1.37853,3.353,1.2397e-08,"S"
"922",15.168,0.207,2.74282525016538,2.40820260164978,0.216973585395076,1659.18814193209,1.44221,3.286,1.6825e-08,"S"
"924",5.003,0.177,2.26454337985877,1.77934938674503,0.289223186855386,1244.71348204874,0.775379,3.584,9.4091e-09,"S"
"926",8.156,0.35,2.38236976620579,1.77239549192378,0.268034267142103,1343.1118484904,0.793273,3.471,1.2941e-08,"S"
"928",5.944,0.485,2.36054604961243,1.98578313785962,0.271759890126561,1324.69879875336,0.993888,3.521,8.1993e-09,"S"
"930",4.721,0.423,2.18536836009168,2.02514263687443,0.305082360048921,1180.00922748294,1.02252,3.669,6.9283e-09,"S"
"932",5.017,0.584,2.23688455028783,2.04471371012634,0.294604054122517,1221.97911047852,1.05586,3.63,7.9629e-09,"S"
"938",7.578,0.337,2.55468458688448,1.99761346016773,0.241378254391914,1491.43509595312,0.984447,3.397,1.123e-08,"S"
"939",6.239,0.414,2.53515737007791,1.88591796987548,0.244172465719443,1474.36771357195,0.878608,3.388,9.9917e-09,"S"
"940",5.324,0.327,2.2732617920701,1.71345038310469,0.287560940289297,1251.90855071564,0.707637,3.569,8.1439e-09,"S"
"941",4.383,0.401,2.44148321236736,1.64866220504126,0.258358919904747,1393.41037705501,0.639941,3.422,8.5762e-09,"S"
"943",3.367,0.366,2.14512546386636,1.71213979326418,0.313707590132776,1147.56547601424,0.710568,3.675,8.197e-09,"S"
"945",7.441,0.265,2.57082209054538,1.75401180009111,0.239109063952619,1505.58909833437,0.746661,3.352,1.0934e-08,"S"
"947",3.499,0.132,1.56544545872355,1.22271281822188,0.503207565934001,715.410547001228,0.425231,4.201,2.1128e-08,"S"
"949",7.206,0.298,2.21462071955925,2.07947284054911,0.299057732248656,1203.78094655206,1.08571,3.646,7.8221e-09,"S"
"950",10.086,0.158,2.76160774967378,2.57532879444068,0.214763802497706,1676.26013235561,1.58764,3.335,1.2799e-08,"S"
"954",4.617,0.301,2.30472051949799,2.05196342172059,0.281693399670732,1277.9852152049,1.07177,3.572,8.0615e-09,"S"
"956",6.15,0.388,2.53917472770826,1.8374685397101,0.243593218448002,1477.87365466763,0.84487,3.384,7.9349e-09,"S"
"957",4.075,0.352,2.15635930176418,2.08511804717629,0.311259334164441,1156.59182066427,1.09221,3.697,8.2322e-09,"S"
"961",5.681,0.288,2.40052687181463,1.50384360431214,0.264998988398934,1358.49575190849,0.676054,3.347,1.0384e-08,"S"
"963",7.021,0.393,2.38218432189313,2.14156948882337,0.268065565978206,1342.95502925306,1.15539,3.524,9.2011e-09,"V"
"964",2.449,0.528,1.97399134181209,1.53052982347093,0.355374456663364,1013.0159701968,0.68191,3.688,7.6946e-09,"S"
"965",1.878,0.182,1.52353759054747,1.42497889267728,0.524112252637783,686.875756458985,0.49812,4.428,3.8485e-09,"S"
"967",6.267,0.215,2.28990822468768,1.98641141345206,0.284431019820614,1265.68473518481,0.997354,3.585,7.4381e-09,"S"
"972",11.455,0.101,2.52946584794933,2.05838702551693,0.244997043630445,1469.40548614548,1.07229,3.395,9.3721e-09,"S"
"973",9.56,0.299,2.79560091411797,2.37367842330654,0.210858597329129,1707.30529634548,1.38731,3.288,1.1867e-08,"S"
"975",6.406,0.272,2.22165705096725,1.90040709447286,0.297638114650923,1209.52251166561,0.909346,3.631,6.3227e-09,"S"
"978",4.314,0.381,2.19050683235826,1.6551295875038,0.304009500438999,1184.17351918328,0.654182,3.628,5.8271e-09,"S"
"980",9.667,0.328,2.80393061244595,2.32895005497225,0.209919692092444,1714.94153984117,1.32745,3.288,1.3075e-08,"S"
"982",8.61,0.297,2.4268658421315,1.77597889936885,0.260696631905922,1380.91542406238,0.847877,3.365,1.1953e-08,"S"
"984",5.791,0.208,2.7996994779596,1.73520558769346,0.210395743513641,1711.06123150566,0.963948,3.045,1.8647e-08,"B"
"987",9.586,0.306,2.7071629505175,2.40685827942878,0.22127506512926,1626.93433076024,1.455,3.326,1.428e-08,"S"
"993",9.487,0.151,2.75485288623572,1.60532159228296,0.215554183579012,1670.11372278952,0.818484,3.042,1.5553e-08,"B"
"996",1.052,0.277,1.34624004260304,0.904351984369352,0.630986863506442,570.53485709584,0.000166385,4.667,2.8058e-09,"S"
"997",8.533,0.221,2.76452190417083,2.1980094065219,0.214424309832573,1678.91411324162,1.2106,3.283,1.0936e-08,"S"
"998",6.495,0.419,2.79513769869033,2.48985159570127,0.210911015320148,1706.88097752289,1.48347,3.316,1.3891e-08,"S"
"1002",0.938,0.28,1.24844118753695,0.842917186702765,0.706564708876466,509.50747394736,0.0456965,5.061,1.3889e-09,"S"
"1003",7.984,0.114,2.71686557293009,2.46361122237843,0.220090779204543,1635.68869764158,1.45531,3.353,1.3654e-08,"K"
"1004",6.959,0.21,2.76227260980993,2.31180151368311,0.214686268894706,1676.8655110242,1.31602,3.314,1.5641e-08,"S"
"1005",2.778,0.19,1.3915793772794,0.869355632252294,0.600401955206114,599.598313893589,0.118482,4.506,3.4461e-09,"K"
"1006",1.316,0.318,1.72081090804636,1.05149577305925,0.436620726959398,824.514224294892,0.203252,4.047,1.1536e-09,"S"
"1007",0.738,0.142,1.07964546537614,0.695591053390836,0.878582050548392,409.75114364708,0.0342079,5.657,7.1318e-10,"S"
"1010",2.06,0.199,1.96195417830045,0.996995974132912,0.35864995746194,1003.76423448538,0.021265,3.717,5.4611e-09,"S"
"1014",0.908,0.408,1.13745325087697,0.973370541897559,0.812463275736831,443.096950657262,0.0263011,5.473,1.6364e-09,"S"
"1016",1.641,0.214,1.33867887353949,0.256596411968034,0.636340345634579,565.734991454921,0.156663,4.379,3.3473e-09,"S"
"1017",1.349,0.244,1.77665689029372,1.16912916404835,0.41619679076234,864.975434675012,0.433381,3.848,8.8799e-09,"S"
"1018",1.306,0.376,1.79442439459015,0.546064686031839,0.410030654889589,877.983135424201,0.33788,3.56,8.9226e-09,"S"
"1023",1.348,0.098,1.84458690955988,1.17602771953441,0.393419054667454,915.054814272527,0.280091,3.738,3.2061e-09,"S"
"1024",0.802,0.301,1.99559996235992,0.986144048487022,0.349618047655283,1029.69512705177,0.0165887,3.659,2.7921e-09,"S"
"1027",0.882,0.489,0.907867669478309,0.589043992840952,1.13938434536451,315.960107284806,0.113986,6.492,1.8714e-10,"S"
"1028",0.325,0.23,0.922438301907709,0.746072429586794,1.11249503760328,323.596949048484,0.000315683,6.466,4.1547e-10,"S"
"1031",1.265,0.411,1.22461211921019,0.838443309755519,0.727287702563258,494.989807652753,0.168562,5.1,2.6209e-09,"S"
"13",226,0.1203,2.92381369619821,2.53328439703251,0.197142168641366,1826.09333396803,1.5358,3.263,8.1876e-09,"X"
"17",95.76,0.2212,2.43495809768925,2.03719283492802,0.259398126993848,1387.82806249229,1.02791,3.485,4.557e-09,"X"
"18",167.536,0.166,2.91484907499307,2.63013572600954,0.198052333950705,1817.7013762918,1.64321,3.232,7.2561e-09,"X"
"37",70.64,0.482,2.42345109876399,2.06496719161308,0.261247824546891,1378.00190537236,1.08194,3.494,3.8831e-09,"X"
"40",168.174,0.082,2.88142942033644,2.50739895287384,0.201507908167452,1786.53038123368,1.49661,3.276,8.6058e-09,"B"
"47",84.794,0.204,2.75983476921765,2.3652647589737,0.214970789439295,1674.64612722027,1.36566,3.316,6.5672e-09,"X"
"48",121.333,0.057,2.5957448712755,1.97774273551854,0.235673671158345,1527.53592809322,0.980357,3.363,6.1261e-09,"X"
"51",165.119,0.044,2.7118361575414,2.38833729316921,0.220703338902446,1631.14886159074,1.39378,3.336,6.8775e-09,"B"
"56",58.292,0.483,2.68112484918793,2.34456481404065,0.224506292091853,1603.51853235682,1.36002,3.365,7.9971e-09,"X"
"57",237.26,0.0706,3.42595286414351,3.04244163330503,0.155428980631419,2316.17037271638,2.02972,3.128,1.1632e-08,"X"
"60",138.13,0.1402,2.9767224982004,2.46970524049506,0.191909533199345,1875.88388131845,1.50235,3.222,8.6395e-09,"X"
"62",83.42,0.3052,2.75652955137186,2.27876202251686,0.215357546531516,1671.63865765585,1.40954,3.205,9.503e-09,"X"
"65",145.423,0.058,3.41268048816249,2.84675992241022,0.156336588147298,2302.72391297687,1.86461,3.121,1.3137e-08,"X"
"66",61.39,0.177,2.66811094965542,2.31512500675787,0.226150861337457,1591.85774429935,1.32908,3.369,6.6106e-09,"X"
"72",110.503,0.05,2.43232040204779,2.23403424407785,0.259820192342183,1385.57360286255,1.23261,3.497,6.3105e-09,"X"
"74",154.79,0.0666,2.65176538369909,2.1358756574625,0.228245081911222,1577.2519477113,1.1514,3.332,5.3631e-09,"B"
"79",126.42,0.2509,3.18573639441752,2.85272081631522,0.173336218746653,2076.88850375912,1.85836,3.166,1.1638e-08,"X"
"85",67.354,0.065,2.66570420926942,2.14588325928891,0.226457202103058,1589.70435321447,1.13799,3.315,1.0357e-08,"X"
"96",86.09,0.1808,2.73144125351543,2.50896107428537,0.21833143909326,1648.86926727133,1.50807,3.341,9.416e-09,"X"
"100",94.178,0.089,2.67856884309091,2.31599436482754,0.224827719144243,1601.2260470829,1.32601,3.359,7.2066e-09,"X"
"103",208.974,0.027,2.99031551243133,2.90769995028716,0.190602482693607,1888.74769579313,1.92333,3.205,1.0011e-08,"X"
"108",70.676,0.297,3.22471923126225,3.12249513041456,0.170202608790499,2115.12621667933,2.13584,3.187,1.7234e-08,"L"
"111",48.418,0.182,2.74436197325615,2.53091596565014,0.216791367283185,1660.58272758503,1.51881,3.339,1.0201e-08,"X"
"115",42.87,0.199,2.60811535634766,1.59170527402818,0.233998934322446,1538.46854492049,0.772763,3.177,8.7194e-09,"X"
"117",79.24,0.1436,2.42839622261605,1.92573911421457,0.260450233375248,1382.22183691164,0.912862,3.478,6.7874e-09,"X"
"118",36.893,0.201,2.28633942624024,2.09150993671093,0.285097241761283,1262.72705332391,1.09158,3.578,6.5327e-09,"X"
"119",151.116,0.052,2.78219306979069,2.2958310431775,0.21238467545282,1695.03755029619,1.30419,3.284,7.4008e-09,"X"
"158",115.383,0.101,3.1255673818326,2.4809093400067,0.178365466869652,2018.32791020633,1.52686,3.1,1.3316e-08,"X"
"161",62.483,0.215,3.18800180546695,2.97656956709508,0.173151491114184,2079.10424382427,1.97954,3.194,1.7684e-08,"X"
"181",179.008,0.028,3.14745633731575,2.97001419385146,0.17650804417557,2039.56710121332,1.96638,3.194,1.5495e-08,"X"
"198",40.802,0.222,2.86076395545211,2.5130570425722,0.203695313014505,1767.34552539441,1.55855,3.262,1.2182e-08,"X"
"207",50.011,0.137,2.33183357946237,2.12458439600946,0.276794684532182,1300.60301052546,1.13623,3.562,7.0528e-09,"X"
"214",126.59,0.0412,4.28340223817737,4.11149310783788,0.111178493515617,3238.03631994197,3.12849,3.026,3.1257e-08,"X"
"216",39.03,0.0502,2.34002826267206,2.15196188666236,0.275341972739527,1307.46502764604,1.18504,3.544,7.2757e-09,"B"
"220",37.586,0.889,2.87599694734668,2.29720899870988,0.202079120375366,1781.48043860886,1.29688,3.256,1.3459e-08,"A"
"223",65.99,0.047,2.4036041010134,1.87094806432033,0.264490251393285,1361.10876716094,0.861074,3.44,7.2765e-09,"X"
"228",18.648,0.926,2.28665030618583,2.09211646464879,0.285039103442806,1262.98460685495,1.08181,3.596,5.7285e-09,"X"
"230",69.855,0.089,2.78079992057013,2.09629299126929,0.212544298911357,1693.76455564278,1.11016,3.274,7.7608e-09,"X"
"233",40.37,0.1719,2.77333815119958,2.5296021366726,0.213402663133741,1686.95176861212,1.51913,3.329,1.0344e-08,"X"
"236",64.549,0.135,2.38299491251387,2.05665306212382,0.267928801342405,1343.64054254821,1.09062,3.512,4.3219e-09,"X"
"237",50.506,0.276,2.91131115604316,2.84662987967732,0.198413462957994,1814.39300858437,1.86007,3.275,1.1299e-08,"X"
"248",43.89,0.2621,2.72722219964927,2.29786688204533,0.218838278031561,1645.05041457181,1.29141,3.328,1.0369e-08,"X"
"263",100.51,0.19,2.74114880932482,2.09679451310911,0.217172661958058,1657.66720707013,1.08997,3.239,8.4971e-09,"L"
"279",171.012,0.054,2.57554529274309,2.38858422703694,0.238451625005107,1509.74018311802,1.37686,3.397,5.8948e-09,"X"
"292",65.131,0.204,2.80676258722973,2.5819233566156,0.209602064252136,1717.54033665884,1.60079,3.303,1.1457e-08,"X"
"305",138.493,0.035,2.65076796116953,2.45862549149534,0.228373919028113,1576.36214122894,1.4416,3.361,9.8406e-09,"X"
"317",30.438,0.239,2.72265791243235,2.13710151799786,0.2193888021627,1640.92240101216,1.16808,3.288,1.1953e-08,"X"
"318",45.17,0.198,3.15434092055693,2.83766697657299,0.175930496731639,2046.26262466102,1.86385,3.178,1.5914e-08,"X"
"327",31.89,0.2512,2.96615267038181,2.4378903260218,0.192936245389871,1865.90134618065,1.45461,3.236,1.2951e-08,"X"
"335",45.613,0.144,3.05705447762498,2.58537338105188,0.184395070541144,1952.32984777472,1.60985,3.2,1.3876e-08,"X"
"337",52.462,0.101,2.77473578773472,2.12309057824636,0.213241446812628,1688.22714993266,1.1309,3.234,1.107e-08,"X"
"343",79.82,0.05,2.71172355410891,2.533327214687,0.220717085995954,1631.04726748068,1.53101,3.341,9.0797e-09,"X"
"348",87.486,0.069,3.4217585559635,3.01613549024787,0.155714849769794,2311.91823087019,2.01916,3.13,1.5839e-08,"T"
"351",69.29,0.0769,2.75058506904723,2.22150685920391,0.216056060042845,1666.23421684451,1.21505,3.31,8.9826e-09,"X"
"352",85.57,0.1748,3.01222960618386,2.77748677874095,0.188526308942193,1909.54780804829,1.77546,3.217,1.4941e-08,"K"
"353",61.481,0.031,3.2104644653175,3.10149048054314,0.171337439681307,2101.11695768076,2.12574,3.078,1.8964e-08,"X"
"359",78.237,0.044,2.76136207255457,2.07108914156947,0.214792464290947,1676.03645308693,1.11086,3.263,9.8452e-09,"X"
"364",35.758,0.096,2.5872266664209,2.01762740714121,0.236838529336983,1520.02294984605,1.03284,3.371,9.5466e-09,"K"
"369",73.236,0.032,2.57298461441416,1.9480508585288,0.238807680264479,1507.48920470774,0.997854,3.255,7.7271e-09,"X"
"370",38.018,0.047,2.90085247534298,2.73211952037201,0.199487463982702,1804.62467572006,1.7182,3.275,1.2416e-08,"X"
"374",74.017,0.043,3.0518600138506,2.49514008119692,0.184866049371057,1947.35594353196,1.50185,3.177,1.3197e-08,"X"
"387",39.585,0.344,2.57250283745598,2.00857704670028,0.238874769067647,1507.06582116277,1.02504,3.387,8.9362e-09,"X"
"389",21.533,0.079,2.72086788951982,1.97901581426223,0.219605337243414,1639.30442000583,1.0168,3.257,7.8936e-09,"X"
"395",112.818,0.038,2.57443117440932,2.09296290369374,0.238606431280379,1508.76067366757,1.10352,3.369,8.8233e-09,"X"
"397",25.458,0.273,2.76828417270295,2.53884815501863,0.21398733463883,1682.34255829959,1.56439,3.291,1.1548e-08,"X"
"399",70.911,0.042,3.0570989216738,2.44813339855871,0.184391049457459,1952.37242295242,1.4423,3.193,1.4172e-08,"X"
"403",34.597,0.209,2.98840156816929,2.56781910906506,0.190785621199422,1886.93465333901,1.58306,3.216,1.5067e-08,"X"
"406",104.517,0.051,2.73668863906439,2.34280682050377,0.217703790117939,1653.62302514336,1.38819,3.244,9.8699e-09,"X"
"415",32.894,0.217,2.37300251504747,2.11287211547982,0.269622900360902,1335.19815830971,1.13344,3.522,7.829e-09,"X"
"416",52.926,0.04,2.61848031087718,2.08035367622632,0.232610923175576,1547.64873070157,1.06646,3.293,1.0919e-08,"X"
"418",29.322,0.123,2.65359441445368,1.99725963204247,0.228009140430813,1578.88407157624,1.04207,3.298,9.9921e-09,"X"
"421",80.572,0.157,2.66297747051075,2.05674729376512,0.22680511023146,1587.265823211,1.07436,3.302,9.1323e-09,"X"
"436",16.869,0.644,2.65871405350688,2.45646374002344,0.22735087349589,1583.45553929226,1.50174,3.341,1.1201e-08,"X"
"442",42.154,0.173,3.20267217161924,2.98153800138584,0.17196313130034,2093.47199761818,1.97275,3.172,1.8284e-08,"X"
"447",34.561,0.116,2.79736660087283,2.49957695149084,0.210658989164096,1708.92303921373,1.4913,3.279,1.2773e-08,"X"
"450",78.061,0.046,3.12366884099995,2.96066943157448,0.178528105223198,2016.48922196269,1.97045,3.196,1.5363e-08,"X"
"453",34.431,0.165,2.73218633152582,2.51683232184163,0.218242135412867,1649.54397700956,1.5126,3.337,1.0222e-08,"X"
"459",82.66,0.032,2.80310695017793,2.35255769295156,0.210012222791531,1714.18594220278,1.46204,3.222,1.1231e-08,"X"
"465",85.49,0.0432,2.94143674130603,2.48989756523953,0.195373116672001,1842.62812679792,1.49522,3.237,1.454e-08,"X"
"472",60.857,0.029,3.15357777924429,2.26345462790222,0.175994361314221,2045.52007980105,1.32707,3.04,1.3695e-08,"X"
"487",34.297,0.125,2.80425511003193,2.31457154462952,0.209883256500804,1715.23925253476,1.35862,3.205,1.2445e-08,"X"
"489",4.605,1,1.97916708372937,1.90139988210942,0.353981352878921,1017.00272365233,0.911444,3.729,4.5724e-09,"X"
"490",65.658,0.042,3.12795042748788,2.68134587290528,0.178161672679232,2020.63661946055,1.66571,3.177,1.6367e-08,"X"
"492",33.853,0.053,2.68185719743525,2.5207406333156,0.22441433777491,1604.17557794851,1.52197,3.369,9.3307e-09,"X"
"494",29.084,0.201,2.98275290242684,2.78976238124318,0.191327835539701,1881.58716678368,1.80761,3.241,1.4677e-08,"X"
"506",26.684,0.206,2.68786465828786,2.36916376698325,0.223662398813491,1609.5687156615,1.42114,3.324,9.5846e-09,"X"
"509",23.244,0.033,2.62926712855184,1.72542755039649,0.231180929809603,1557.22187075071,0.748952,3.306,1.2518e-08,"X"
"516",50.592,0.057,2.66516625499141,2.35627300377255,0.22652576992747,1589.22316041688,1.35029,3.37,1.0312e-08,"X"
"521",9.284,0.356,2.46388856313641,2.0593382947116,0.254842866499843,1412.63518553392,1.04914,3.46,7.9795e-09,"X"
"526",32.348,0.051,2.63975048638437,2.05238432585233,0.229805149425144,1566.54453087991,1.08979,3.336,1.0471e-08,"X"
"529",25.274,0.218,2.65331382663631,2.1777808850535,0.228045309321445,1578.63365429962,1.25425,3.3,1.105e-08,"X"
"530",35.825,0.037,2.69971555109259,2.59450102127476,0.222191305965437,1620.22541087184,1.59334,3.356,1.1943e-08,"X"
"532",36.668,0.048,2.7109141102415,2.392274974034,0.220815948272669,1630.31702563197,1.38375,3.332,1.2366e-08,"X"
"533",25.781,0.202,2.79387469017232,2.09587970406819,0.211054049211214,1705.72420356516,1.14765,3.199,1.1285e-08,"X"
"536",13.239,0.636,2.71571816117975,2.28707629726358,0.220230279000068,1634.6526083268,1.28529,3.335,1.0568e-08,"X"
"539",49.29,0.0459,2.66539230408994,2.16245736069821,0.226496953422496,1589.4253523511,1.32026,3.178,1.0887e-08,"X"
"555",46.796,0.063,3.06296312235672,2.65831455321454,0.183861763751603,1957.99274767297,1.65491,3.218,1.573e-08,"L"
"560",60.01,0.035,3.19514906859751,2.97996247229818,0.172570829505167,2086.09995694099,2.00942,3.17,1.7161e-08,"X"
"561",19.979,0.149,2.77715262832548,2.59278477620114,0.212963144621188,1690.43334066256,1.59983,3.328,1.1643e-08,"X"
"564",19.448,0.155,3.42076358338608,2.34569121602696,0.155782792175232,2310.90992126432,1.63428,2.719,1.6162e-08,"X"
"567",24.243,0.173,2.69863528375735,2.43904904598033,0.22232473453424,1619.25302982677,1.48792,3.328,1.1026e-08,"L"
"568",20.31,0.187,2.76328451765002,1.9821356166894,0.21456835333392,1677.78702873184,0.993047,3.274,9.4949e-09,"X"
"569",20.524,0.047,2.74939032299116,2.53955214587121,0.216196905904688,1665.14871474945,1.53132,3.339,1.1417e-08,"X"
"571",64.691,0.03,3.19157401800601,3.00794925804933,0.172860869237814,2082.59973230106,2.01387,3.174,1.865e-08,"X"
"580",14.844,0.068,2.35355584686799,1.98919052135672,0.272971503540339,1318.81898048307,1.01141,3.519,6.732e-09,"X"
"583",35.518,0.034,2.73123412155912,2.48897846820242,0.218356276368369,1648.68171406567,1.50948,3.345,9.8952e-09,"X"
"585",39.524,0.05,2.71699621742658,2.59333164354273,0.220074905073107,1635.80668082266,1.58051,3.353,1.1246e-08,"X"
"588",22,0.14,2.76733289159975,2.57377452746257,0.21409768254883,1681.47546350902,1.5737,3.33,1.0808e-08,"X"
"600",13.855,0.211,2.76572438925772,1.92112790692507,0.214284483531952,1680.00964916491,0.904124,3.231,1.125e-08,"X"
"613",19.094,0.122,2.75057835205314,2.23476275115513,0.216056851466309,1666.22811337292,1.21776,3.32,1.008e-08,"X"
"615",9.01,0.599,2.60953405351224,1.76524231359477,0.233808136754597,1539.72400189756,0.776512,3.331,1.0219e-08,"X"
"627",24.165,0.044,2.39839010272036,1.82034175588476,0.265353205847415,1356.68230896373,0.816384,3.461,7.1813e-09,"X"
"632",15.203,0.192,2.78630665356923,2.16702454344945,0.211914515636114,1698.79821077556,1.18501,3.275,1.0533e-08,"X"
"655",17.766,0.124,3.00673728370001,2.73007765775716,0.189043108332734,1904.32755351423,1.73206,3.224,1.4367e-08,"K"
"657",7.772,0.393,2.36242684397152,2.18654735939541,0.271435421206363,1326.28231938198,1.21562,3.534,8.6997e-09,"V"
"660",5.57,0.0895,1.39045179784934,1.3049008437562,0.60113244237171,598.869690978006,0.306407,4.543,2.3229e-09,"A"
"664",14.242,0.126,2.41891376556699,2.26482464235007,0.261983231575894,1374.13374831095,1.26648,3.5,7.8579e-09,"X"
"665",3.975,0.81,1.93353929033396,1.74267508516342,0.366584899670545,982.037176991025,0.767434,3.811,5.9323e-09,"X"
"675",16.721,0.062,2.69748109792123,2.06529654600695,0.222467440727715,1618.21432755463,1.08079,3.32,1.0437e-08,"X"
"676",9.754,0.154,2.7153324737146,2.41012947157319,0.220277203129088,1634.30438958784,1.42625,3.35,1.2962e-08,"X"
"683",2.3,0.13,0.832041419013646,0.468850520408478,1.29863365847929,277.214438151529,0.150112,6.946,3.6339e-10,"X"
"704",17.764,0.077,2.73126597062847,2.55496166188455,0.218352457027453,1648.71055220019,1.54943,3.347,1.318e-08,"X"
"710",18.801,0.206,2.76780181526961,2.43498638723584,0.214043275897641,1681.90286982973,1.44569,3.261,1.5054e-08,"X"
"712",13.341,0.171,2.73046216141126,2.4487107065307,0.218448883908912,1647.98278461387,1.4462,3.344,1.2219e-08,"L"
"728",10.218,0.281,2.42175721596421,1.9464191975494,0.261521964682343,1376.55741626625,0.935972,3.484,7.8813e-09,"A"
"730",16.193,0.273,2.78130436831857,2.55437109919438,0.21248647749891,1694.22545960294,1.56873,3.305,1.3909e-08,"X"
"733",7.849,0.287,2.29838867303357,2.0599056987288,0.282858259592553,1272.7222479505,1.04358,3.573,8.4733e-09,"V"
"734",17.976,0.099,2.74925905452829,2.65290602755622,0.216212390171746,1665.02946345507,1.67497,3.338,1.2986e-08,"X"
"735",7.816,0.264,2.44918791660591,2.25663197554427,0.257140753224376,1400.01145476101,1.27836,3.487,9.1245e-09,"V"
"736",15.938,0.159,2.735636153058,2.34691948398367,0.217829438532137,1652.66918202559,1.33637,3.32,1.3179e-08,"X"
"739",28.87,0.1337,3.20394769276481,2.99357551634361,0.171860451357079,2094.72276580968,2.01329,3.112,2.5602e-08,"X"
"740",15.91,0.175,2.75839941738067,2.02873124855127,0.215138603526832,1673.33985671754,1.02971,3.258,1.1477e-08,"X"
"746",13.297,0.12,2.75039055940177,2.22731524464969,0.216078979913531,1666.05747650263,1.2461,3.316,1.2453e-08,"X"
"752",7.366,0.221,2.34620828087366,2.0235162016254,0.274254794723544,1312.64797161665,1.04046,3.526,8.9474e-09,"L"
"753",3.976,0.848,2.29050499826526,2.09562330718968,0.284319867567675,1266.17954306099,1.09399,3.583,9.3282e-09,"X"
"757",7.514,0.412,2.40423985910667,1.87962630734765,0.264385348776805,1361.64882685656,0.871764,3.488,8.9054e-09,"V"
"762",32.04,0.044,3.13365423269248,2.6531365969307,0.177675465437922,2026.166072579,1.71115,3.144,2.1956e-08,"T"
