"","X.1","X","H","diameter","albedo","rot_per","diameter_sigma","epoch","e","a","q","i","om","w","ma","ad","n","tp","per","moid","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","rms","neo_flag","pha_flag","class_var"
"880",891,3970,11.3,31.996,0.058,5.552,0.15,2458600.5,0.184594370373212,2.84819240866809,2.32243212428824,13.0112163444879,284.816640524149,83.3605462264948,137.971954008544,3.37395269304793,0.205045426578283,2457927.61518462,1755.7085081464,1.3636,2.28353,3.244,6.5756e-08,1.8025e-08,1.8124e-07,5.3004e-06,2.675e-05,3.0898e-05,1.43e-05,2.1352e-08,1.9464e-09,6.8837e-05,1.6666e-05,0.45119,0,0,"C"
"886",897,4081,13.5,9.535,0.029,4.03632,0.066,2458600.5,0.258495160978564,2.38946829167662,1.7718023009665,9.59867745296116,294.352939695088,100.212862365591,117.423190274495,3.00713428238674,0.266840758337371,2458160.45032016,1349.1192359184,0.808239,2.52289,3.469,3.3689e-08,8.5956e-09,8.2311e-08,4.8027e-06,2.5393e-05,2.7749e-05,1.1186e-05,1.0817e-08,1.4399e-09,4.1029e-05,7.2797e-06,0.47152,0,0,"C"
"889",900,4134,12.4,24.207,0.03,10.559,0.222,2458600.5,0.23346465481996,2.78788497700275,2.13701237316905,7.94396694039109,199.868214712234,175.841848229117,85.6882267041322,3.43875758083645,0.211734582296671,2458195.8035835,1700.24185985635,1.13776,2.02401,3.276,4.403e-08,1.4182e-08,1.249e-07,5.3013e-06,2.971e-05,3.0915e-05,9.9058e-06,1.7493e-08,1.6157e-09,4.539e-05,1.2974e-05,0.48954,0,0,"C"
"890",901,4155,12.5,15.479,0.091,12.015,0.067,2458600.5,0.192398364771816,2.69812286159554,2.17900843507111,14.261821974933,308.146503553511,129.871008950893,51.4308176336434,3.21723728811998,0.222388072752603,2458369.23392086,1618.79185130798,1.22318,2.07463,3.298,3.7947e-08,1.6695e-08,1.0454e-07,6.3799e-06,2.3284e-05,3.1336e-05,2.221e-05,1.9908e-08,2.0641e-09,9.8681e-05,1.5025e-05,0.43203,0,0,"C"
"896",907,4264,13,14.244,0.056,5.7279,0.16,2458600.5,0.199146107362503,2.42878273999706,1.94510011169741,4.35751215841611,127.143958353304,243.025337522249,296.550436667211,2.91246536829671,0.260388063629546,2458844.17308719,1382.55185349883,0.948288,2.5525,3.478,4.4858e-08,1.0433e-08,1.0622e-07,4.0469e-06,5.5765e-05,5.6798e-05,1.5342e-05,1.2511e-08,1.6778e-09,6.0056e-05,8.9082e-06,0.52314,0,0,"C"
"898",909,4283,13.3,10.938,0.128,4.0584,0.087,2458600.5,0.274067029193535,2.40023845785147,1.74241223435205,11.7709054801882,137.454658213831,167.904728487676,27.375836371068,3.0580646813509,0.265046753468357,2458497.2131798,1358.2509322944,0.728648,2.22975,3.447,3.6483e-08,8.6776e-09,8.765e-08,4.5446e-06,2.5198e-05,2.7285e-05,1.2295e-05,1.1056e-08,1.4373e-09,4.6182e-05,7.3657e-06,0.46338,0,0,"C"
"900",911,4296,13.1,3.668,1,4.105,0.093,2458600.5,0.192728455042823,2.33541227376504,1.88531187435426,5.86039335378173,121.703960392428,181.153388288917,161.913850317467,2.78551267317583,0.276158704324643,2458014.19275065,1303.59823667479,0.869192,2.44667,3.536,3.4488e-08,9.2636e-09,7.9688e-08,3.7771e-06,4.2637e-05,4.4278e-05,1.4166e-05,1.1049e-08,1.6431e-09,4.9814e-05,7.7562e-06,0.50134,0,0,"C"
"916",927,4533,12.7,15.838,0.064,11.646,0.232,2458600.5,0.177928299247933,2.79661227229214,2.2990158070273,7.2395225808666,313.245278443581,311.020272573932,44.7601996005554,3.29420873755698,0.210744226298759,2458388.10889261,1708.23185205392,1.29059,1.85638,3.292,3.6565e-08,1.522e-08,1.0413e-07,4.9022e-06,3.2332e-05,3.5121e-05,1.3972e-05,1.7928e-08,1.7204e-09,6.6012e-05,1.3945e-05,0.48611,0,0,"C"
"942",954,4916,12.8,8.41,0.208,1.1,2.417,2458600.5,0.108589793909637,2.74165224722668,2.44393679472844,3.71230417116554,180.685219151398,198.058675692743,359.59206862588,3.03936769972492,0.2171128469705,2458602.378891,1658.12389742609,1.44529,2.41528,3.338,3.8322e-08,1.109e-08,1.0678e-07,4.4319e-06,5.1581e-05,5.4339e-05,1.7631e-05,1.2295e-08,1.3174e-09,8.1211e-05,1.0061e-05,0.46757,0,0,"L"
"944",956,4943,13.3,11.125,0.061,3.573,0.083,2458600.5,0.0626208856097351,2.74354646374235,2.57174315447134,4.49226982810411,279.40341183589,85.3600238806817,338.398861271934,2.91534977301335,0.216888035170262,2458700.09580625,1659.84259905066,1.57327,2.39962,3.342,4.509e-08,1.555e-08,1.2428e-07,4.5419e-06,6.2533e-05,7.2444e-05,3.759e-05,1.6523e-08,1.8439e-09,0.00017351,1.4111e-05,0.53676,0,0,"C"
"951",963,5080,12.6,17.581,0.033,10.26,0.088,2458600.5,0.113661470524951,2.31892384905614,2.05535155433704,13.1983903674792,83.2648891193598,163.39829279471,146.288852607799,2.58249614377524,0.279109322933973,2458076.37256825,1289.81718065062,1.04358,2.46104,3.535,3.6747e-08,9.4765e-09,8.5152e-08,4.0138e-06,1.7581e-05,2.497e-05,1.8419e-05,1.0554e-08,1.7109e-09,6.578e-05,7.9064e-06,0.4233,0,0,"C"
"955",968,5132,12,22.674,0.081,6.6645,0.117,2458600.5,0.225426179050565,2.71097408815006,2.09984955795331,12.0188183463971,87.6168478147788,279.758154381788,154.817493948515,3.32209861834682,0.220808620276308,2457899.36118687,1630.37113111578,1.13833,2.27393,3.295,4.9701e-08,1.4814e-08,1.3359e-07,5.1627e-06,2.4585e-05,2.6816e-05,1.2812e-05,1.8153e-08,1.8099e-09,5.6219e-05,1.3363e-05,0.47155,0,0,"B"
"968",982,5328,13,10.516,0.057,24.46,0.086,2458600.5,0.269567519864259,2.6077770682789,1.90480507162407,13.4129048475019,141.98083915938,256.451718877134,12.5446718499734,3.31074906493374,0.234044468284498,2458546.90047705,1538.16923185039,0.961449,2.29677,3.322,4.4879e-08,1.4166e-08,1.2291e-07,4.3527e-06,1.6477e-05,1.79e-05,8.6737e-06,1.7984e-08,1.907e-09,3.6835e-05,1.2533e-05,0.4915,0,0,"C"
"970",984,5332,13.1,13.918,0.029,3.8022,0.032,2458600.5,0.167894631931431,2.34530877011535,1.95154401739128,10.9722612256404,208.401196574165,308.870063853447,226.705592116449,2.73907352283942,0.274412589804174,2459086.24450603,1311.89316152332,0.979082,2.30055,3.518,4.4058e-08,7.8778e-09,1.019e-07,4.6422e-06,1.9335e-05,2.2082e-05,1.0598e-05,9.2004e-09,1.3826e-09,3.9362e-05,6.6099e-06,0.45058,0,0,"C"
"971",985,5363,13.3,12.248,0.092,19,0.075,2458600.5,0.199704071493449,2.4578633513761,1.96701803293176,3.11384696553298,281.211716674879,77.6834199336882,349.008291641491,2.94870866982044,0.255780524123756,2458643.47320289,1407.45665149165,0.965319,2.51297,3.462,4.0818e-08,1.0556e-08,1.0007e-07,3.4164e-06,8.1598e-05,8.1933e-05,9.2659e-06,1.2665e-08,1.6479e-09,3.6359e-05,9.0675e-06,0.50177,0,0,"C"
"974",988,5437,11.6,28.072,0.056,26,0.197,2458600.5,0.276405981910051,2.74571479558513,1.98678280146647,26.5673704751606,298.485942282913,238.461562129878,257.257455545009,3.5046467897038,0.216631166335761,2459074.77406773,1661.81074537552,1.09742,1.9366,3.144,6.1113e-08,1.623e-08,1.6516e-07,6.1931e-06,1.2993e-05,1.5435e-05,1.3028e-05,2.0716e-08,1.9207e-09,6.2849e-05,1.4734e-05,0.41416,0,0,"C"
"977",991,5491,12.3,13.398,0.222,3.315,0.188,2458600.5,0.135890263187359,2.7835344351676,2.40527920818159,17.5903910072642,191.203993576219,192.528335867137,288.781005594412,3.1617896621536,0.212231173960536,2458936.07272985,1696.26352850002,1.40922,2.29924,3.251,5.2638e-08,1.4296e-08,1.4212e-07,5.2149e-06,1.3019e-05,1.8984e-05,1.4742e-05,1.6239e-08,1.635e-09,7.0453e-05,1.3068e-05,0.4888,0,0,"L"
"994",1009,6508,12.7,15.004,0.072,14.115,3.301,2458600.5,0.237230416893601,2.79187963713547,2.12956086690107,6.39044980033764,288.158102753968,103.564814898735,351.310402678787,3.45419840736988,0.211280315717891,2458641.62828633,1703.89749171279,1.14587,2.05446,3.278,4.2149e-08,1.4614e-08,1.2099e-07,4.407e-06,4.059e-05,4.1397e-05,9.617e-06,1.8081e-08,1.6589e-09,4.5668e-05,1.3379e-05,0.47788,0,0,"C"
"1001",1016,8007,13.2,12.656,0.076,12.2,0.245,2458600.5,0.0803955744999843,2.78259822701869,2.55888964395488,1.34725992640081,128.208380054522,256.652095584645,221.084266712206,3.00630681008249,0.212338291077317,2459254.71894743,1695.40782387156,1.56211,2.37278,3.327,3.4767e-08,1.3111e-08,9.769e-08,3.8378e-06,0.00016418,0.00016589,2.4178e-05,1.4165e-08,1.5007e-09,0.00011495,1.1982e-05,0.52321,0,0,"C"
"1012",1029,16063,16.7,4.106,0.02,178.5,0.592,2458600.5,0.589230405982663,2.84985790160236,1.1706349732483,4.5396587678399,335.570768794679,104.803639359424,353.831100429875,4.52908082995642,0.204865706138726,2458630.6119191,1757.24872056538,0.2037,0.859207,3.018,4.0399e-08,1.483e-08,1.135e-07,3.8803e-06,5.7791e-05,5.8465e-05,1.3948e-05,2.3568e-08,1.5991e-09,6.8296e-05,1.3716e-05,0.4724,1,1,"C"
"1019",1036,65678,19.5,0.918,0.033,7.748,0.01,2456419.5,0.264731611069027,0.915100584024785,0.672844532125696,1.29931907512962,178.24541474679,14.8953740220479,167.203695597384,1.15735663592387,1.12590260799391,2456270.99364216,319.743463994131,0.0139803,3.79415,6.495,2.5976e-07,2.832e-09,2.362e-07,5.7546e-06,0.00010867,0.00011113,4.5361e-05,3.5818e-09,5.2266e-09,4.0735e-05,1.4843e-06,0.45263,1,1,"B"
"1020",1037,85773,19.2,0.939,0.042,34,0.007,2456084.5,0.329061173643639,1.40367070656063,0.941777176450591,13.589878454971,64.6918597932419,50.0187337494184,20.81802639034,1.86556423667066,0.592660821860456,2456049.37362481,607.430062392015,0.0371879,3.30547,4.66,1.2047e-08,1.1122e-10,1.6888e-08,7.3879e-06,5.6457e-06,7.8033e-06,1.9181e-06,1.4782e-10,7.0441e-11,3.2383e-06,7.2196e-08,0.42616,1,1,"C"
"1030",1047,101954,20.19,0.492,0.046,4.297,0.02,2455562.5,0.203745108478542,1.12639102593407,0.896894364165877,6.03493953360783,2.06086732937362,66.2230684608836,101.703947947326,1.35588768770226,0.824461350288927,2455439.14194578,436.648728134849,0.0032228,3.87795,5.525,2.2082e-08,4.0261e-11,2.486e-08,2.8213e-06,3.9444e-06,6.0706e-06,2.6478e-06,4.8464e-11,4.4203e-11,3.2088e-06,2.3411e-08,0.27502,1,1,"B"
"1033",1050,152678,16.6,4.692,0.018,125,1.179,2458600.5,0.552542528660105,2.25153009107414,1.00746396119772,4.92674315778401,205.767108587415,120.243329291508,38.7399765666124,3.49559622095055,0.291734264558005,2458467.70799963,1233.99971732981,0.0600285,1.91181,3.404,2.0969e-08,1.6777e-09,4.7316e-08,3.2782e-06,3.733e-05,3.7525e-05,2.2724e-06,2.6047e-09,3.2608e-10,7.7016e-06,1.3793e-06,0.4521,1,1,"C"
"1035",1053,162997,17.9,0.875,0.161,68,0.005,2458600.5,0.474403800866053,1.92605586867466,1.01232764389503,1.6810018671062,285.375098309173,186.379381256683,163.82197654612,2.83978409345429,0.368723445379182,2458156.20501795,976.341495262903,0.0293707,2.30294,3.772,3.6031e-08,2.5651e-09,6.9469e-08,3.0777e-06,0.00014211,0.00014181,6.3281e-06,3.782e-09,7.366e-10,1.6603e-05,1.9504e-06,0.43116,1,1,"T"
"1036",1054,175705,18.4,1.196,0.072,3.5942,0.362,2458600.5,0.349682608287411,1.05384674322852,0.685334865321177,1.9911295017018,299.686080761909,24.0520485184265,11.261305960735,1.42235862113586,0.911040926839278,2458588.13907786,395.152390407934,0.0283416,3.8917,5.78,1.1154e-08,6.6841e-10,1.1855e-08,2.6105e-06,8.4114e-05,8.3381e-05,3.2613e-06,9.0214e-10,8.6675e-10,3.5693e-06,3.7594e-07,0.31663,1,1,"C"
"5",5,4,6.85,106.699,0.274,16.806,3.14,2458600.5,0.191094522814835,2.57424891828596,2.0823240496395,5.36698817793624,141.576595722051,358.687612814667,282.36629126204,3.06617378693241,0.23863177163456,2458925.82846823,1508.60045807858,1.09589,1.9604,3.396,2.4345e-08,4.5689e-09,6.2247e-08,2.8131e-06,2.973e-05,3.066e-05,9.054e-06,5.4419e-09,6.353e-10,3.8278e-05,4.0163e-06,0.49752,0,0,"S"
"6",6,5,5.71,185.18,0.2679,7.2745,2.9,2458600.5,0.203007105738281,2.42515999086816,1.93283528016974,14.7379006815733,138.64020408606,239.807489605758,86.1979216869215,2.91748470156658,0.260971740274011,2458270.20400091,1379.45970556817,0.973965,2.6358,3.439,2.0567e-08,3.0397e-09,5.0172e-08,2.2906e-06,1.1797e-05,1.3726e-05,7.752e-06,3.6568e-09,4.9065e-10,2.9502e-05,2.5935e-06,0.39825,0,0,"S"
"7",7,6,5.51,199.83,0.2766,7.139,10,2458600.5,0.23120578820913,2.38533381395173,1.83383082935513,5.52365143813313,259.563232638028,145.265103459468,140.419655360394,2.93683679854833,0.267534827919421,2458075.63504521,1345.61919582458,0.8461,2.47021,3.493,2.0047e-08,2.1478e-09,4.7778e-08,2.613e-06,2.6599e-05,2.7269e-05,7.0694e-06,2.6444e-09,3.6134e-10,2.5964e-05,1.8174e-06,0.36591,0,0,"S"
"9",9,10,6.55,142.887,0.191,13.7204,1.008,2458600.5,0.100472262754681,2.45310938059135,2.2066399303386,4.629886722119,125.546585122269,195.550397666363,278.930685368802,2.6995788308441,0.256524413946747,2458916.52962612,1403.37519716441,1.19322,2.54671,3.483,3.2426e-08,2.717e-09,8.0157e-08,3.6601e-06,2.558e-05,2.8815e-05,1.2788e-05,2.99e-09,4.2618e-10,4.9975e-05,2.3315e-06,0.44295,0,0,"S"
"12",12,14,5.28,231.689,0.248,6.083,2.234,2458600.5,0.18608436148409,2.64410030461289,2.15207458772911,11.7524298477545,292.93433842573,98.4986811030585,283.387697552782,3.13612602149667,0.229238302888866,2458934.70375863,1570.41818694028,1.19485,2.41808,3.339,2.7175e-08,3.642e-09,7.1376e-08,2.5431e-06,1.4056e-05,1.5702e-05,7.6304e-06,4.3197e-09,4.7363e-10,3.3651e-05,3.2446e-06,0.54684,0,0,"S"
"14",14,16,7.76,84.899,0.193,12.27048,2.027,2458600.5,0.133031612961682,2.47035406848883,2.14171888217131,5.59120465558228,125.552950416344,136.208254377748,303.364369442346,2.79898925480635,0.253843044630385,2458823.61279255,1418.19918888929,1.12981,2.27528,3.466,2.8055e-08,3.6554e-09,6.9058e-08,2.9865e-06,2.6678e-05,2.8154e-05,9.8897e-06,4.1417e-09,5.6342e-10,3.9149e-05,3.1478e-06,0.51527,0,0,"S"
"15",15,17,6.51,139.594,0.181,11.57,2.452,2458600.5,0.217674374599029,2.29665351101897,1.79673089433725,10.1287315957122,150.38385683288,227.950852198612,267.254379496866,2.79657612770069,0.283178876696829,2458928.01602657,1271.28126292208,0.813258,2.69306,3.542,3.1806e-08,2.6604e-09,7.2763e-08,3.8354e-06,2.0215e-05,2.1958e-05,9.8739e-06,3.2395e-09,4.9205e-10,3.5174e-05,2.209e-06,0.41806,0,0,"S"
"16",16,19,6.5,135.68,0.241,8.098,3.674,2458600.5,0.142066683098362,2.40978178898332,2.06743208323163,0.708751006946741,206.108807429136,256.773312377583,117.695118491753,2.75213149473502,0.263473837406569,2458153.79485595,1366.35957309295,1.08461,2.37907,3.506,2.2196e-08,3.5847e-09,5.3565e-08,2.4466e-06,0.00019206,0.00019225,8.928e-06,4.094e-09,5.8791e-10,3.3629e-05,3.0489e-06,0.52248,0,0,"S"
"19",19,22,6.95,107.53,0.2536,12.312,2.2,2458600.5,0.234983916359345,2.62568342883259,2.00869005360568,10.1142582218338,66.8468096348946,60.6368245780623,335.820184378721,3.24267680405951,0.231654386920691,2458704.87883755,1554.03920808652,1.04633,1.92903,3.341,3.2701e-08,4.9897e-09,8.7118e-08,3.8713e-06,2.0452e-05,2.1896e-05,8.3046e-06,6.1622e-09,6.6034e-10,3.5959e-05,4.4298e-06,0.50248,0,0,"S"
"20",20,24,7.83,61.054,0.35,9.9341,2.463,2458600.5,0.254613898045645,2.40016056631098,1.7890463285871,21.604841100137,214.130608548568,90.263215721574,172.871414338733,3.01127480403486,0.2650596557723,2457948.30186055,1358.18481673899,0.923495,2.52686,3.389,2.9464e-08,3.7443e-09,7.0096e-08,3.33e-06,8.4586e-06,1.1181e-05,7.1733e-06,4.6977e-09,6.2025e-10,2.6244e-05,3.1782e-06,0.46346,0,0,"S"
"21",21,25,7.4,94.8,0.1966,13.11,1.7,2458600.5,0.0901448642055882,2.65433088715655,2.41505658977712,3.56341374818385,45.7779967812011,193.449783738075,105.723606369516,2.89360518453597,0.227914251624621,2458136.6255138,1579.54141715072,1.40287,2.10282,3.38,3.4759e-08,8.2327e-09,9.1971e-08,3.4829e-06,7.5853e-05,8.04e-05,2.806e-05,8.9748e-09,1.0604e-09,0.00012261,7.3487e-06,0.52805,0,0,"S"
"22",22,27,7.09,120.9,0.1763,15.706,3.4,2458600.5,0.151862602932843,2.7757659324725,2.35423089283492,9.42954942701311,144.296165475096,344.100909557679,273.448067836794,3.19730097211009,0.213122750292062,2459006.61305947,1689.16739065472,1.37086,1.85813,3.299,3.2384e-08,5.799e-09,9.0375e-08,3.7606e-06,1.6416e-05,1.8954e-05,1.081e-05,6.6796e-09,6.6787e-10,5.1265e-05,5.2934e-06,0.54288,0,0,"S"
"23",23,28,5.85,189.559,0.216,5.3921,1.129,2458600.5,0.0726955386856887,2.55411356493733,2.36844090346979,6.08252245688449,356.341729977781,63.3632780541018,284.235313246958,2.73978622640488,0.241459206147271,2458914.27841401,1490.93507654634,1.3871,2.47768,3.427,3.1187e-08,4.4144e-09,7.9647e-08,3.1187e-06,3.1822e-05,3.9903e-05,2.3784e-05,4.7354e-09,6.26e-10,9.8615e-05,3.8653e-06,0.52878,0,0,"S"
"24",24,29,7.57,92.787,0.192,13.686,2.04,2458600.5,0.127580983306048,2.36557213441432,2.06377011542435,2.09574537856087,307.46855085242,87.4262529353133,29.0979522050489,2.66737415340428,0.270894245961113,2458493.08556563,1328.93188160105,1.0709,2.73561,3.536,2.8832e-08,3.6331e-09,6.7667e-08,3.3851e-06,8.7781e-05,8.9027e-05,1.5072e-05,4.0966e-09,6.2407e-10,5.5552e-05,3.0615e-06,0.46376,0,0,"S"
"26",26,31,7.56,80.76,0.2564,9.448,1.6,2458600.5,0.0809013658550148,2.58850776252398,2.37909394900948,5.52395114567172,220.441543325217,339.535802147674,31.9210074715497,2.79792157603847,0.23666272802556,2458465.62025895,1521.15207579759,1.37704,2.16968,3.41,4.7501e-08,8.8021e-09,1.2438e-07,5.011e-06,5.1751e-05,6.0573e-05,3.3449e-05,9.5142e-09,1.2071e-09,0.00014114,7.7589e-06,0.576,0,0,"S"
"27",27,32,8.55,52.929,0.24,18.608,2.304,2458600.5,0.331346307735428,2.87345553103382,1.92134665038382,1.85284483400156,8.46633174375268,338.371875692844,342.015578886787,3.82556441168382,0.202347271755998,2458689.37898985,1779.11961389876,0.913808,1.60077,3.212,4.3212e-08,7.9598e-09,1.2316e-07,4.7797e-06,0.00013494,0.00013504,7.8956e-06,1.0597e-08,8.4079e-10,3.9181e-05,7.3926e-06,0.50179,0,0,"S"
"32",32,38,6,179.484,0.269,5.138,1.685,2458600.5,0.111475576399738,2.76931901370579,2.46060758041819,10.3689811524705,156.953100328724,209.13246460278,301.549308410822,3.0780304469934,0.213867401446757,2458873.80341695,1683.28598732062,1.46215,2.37343,3.305,3.6027e-08,5.1202e-09,9.9147e-08,3.9284e-06,2.1953e-05,2.8059e-05,1.8886e-05,5.6909e-09,5.9312e-10,8.8558e-05,4.6683e-06,0.3993,0,0,"S"
"33",33,39,7,111.251,0.22,8.91,0.391,2458600.5,0.0470213280628561,2.26724651934877,2.1606375769631,4.25740061273619,94.1888550298524,269.731620615599,107.524943281336,2.37385546173444,0.28870609870345,2458228.06261899,1246.94283084674,1.16159,2.79762,3.61,3.0362e-08,2.7357e-09,6.9049e-08,3.2256e-06,4.5087e-05,5.7164e-05,3.5594e-05,2.8643e-09,5.2253e-10,0.00012318,2.2569e-06,0.42036,0,0,"S"
"52",52,59,8.21,43.218,0.373,25.208,0.571,2458600.5,0.184554352582287,2.39229953575061,1.95079024374725,3.60035390386517,191.552356500329,271.214751413804,208.385884673319,2.83380882775397,0.266367196561743,2459169.69214259,1351.51777188357,0.971724,2.32639,3.505,3.658e-08,5.4589e-09,8.8002e-08,4.071e-06,6.6372e-05,6.7268e-05,1.2186e-05,6.4664e-09,9.1173e-10,4.6508e-05,4.626e-06,0.47455,0,0,"S"
"55",55,62,7.55,116.044,0.125,9.298,1.747,2458600.5,0.126905475810479,2.39543090448221,2.09143760577777,5.77558013791629,337.73330547794,295.944066866501,139.556355503708,2.69942420318665,0.265845064241696,2458075.54627968,1354.17221691467,1.08249,2.42619,3.511,3.3776e-08,4.1985e-09,8.1741e-08,3.3462e-06,3.7257e-05,3.975e-05,1.5601e-05,4.7313e-09,6.9892e-10,5.8247e-05,3.5602e-06,0.51752,0,0,"S"
"59",59,66,8.28,56.309,0.228,15.853,0.396,2458600.5,0.18542693048907,2.42134054173754,1.97235879741441,6.03022898447691,202.441311746436,107.021268246329,278.532758297596,2.87032228606067,0.261589473247344,2458911.93165163,1376.20216720114,0.967588,2.41895,3.482,3.8594e-08,6.2942e-09,9.4188e-08,4.1321e-06,3.9631e-05,4.1022e-05,1.1263e-05,7.4614e-09,1.02e-09,4.3432e-05,5.3661e-06,0.48027,0,0,"S"
"68",68,78,7.96,63.479,0.287,5.978,0.952,2458600.5,0.189961410095348,2.44671233724891,1.98193141156742,4.613126449423,206.583079459374,201.185185713076,228.719846260991,2.91149326293039,0.257531113785603,2459110.26424483,1397.88934512862,0.99198,2.47539,3.469,3.495e-08,4.7521e-09,8.5151e-08,4.2574e-06,5.4287e-05,5.5617e-05,1.3358e-05,5.6548e-09,7.5028e-10,5.2436e-05,4.0726e-06,0.47936,0,0,"S"
"71",71,81,8.4,57.621,0.167,12.999,0.714,2458600.5,0.220085735090594,2.76290133255214,2.15482616179462,2.82641164933819,25.4485772263923,111.22023426077,175.655961398202,3.37097650330966,0.214612992412329,2457782.02223953,1677.43805234467,1.17092,1.67306,3.303,3.5817e-08,5.4113e-09,9.8066e-08,3.064e-06,8.5562e-05,8.5847e-05,8.0914e-06,6.6022e-09,6.3049e-10,3.6662e-05,4.928e-06,0.51418,0,0,"S"
"76",76,88,6.6,145.483,0.189,11.387,1.265,2458600.5,0.18474801318601,2.55001216004737,2.07890247987845,16.1296026644698,311.549381948396,45.3813658681021,137.4519117192,3.02112184021629,0.242041979878368,2458032.61540499,1487.34529514636,1.10012,2.46347,3.362,4.708e-08,5.6259e-09,1.2173e-07,3.8034e-06,1.8569e-05,2.1501e-05,1.0888e-05,6.6653e-09,8.01e-10,4.4927e-05,4.9221e-06,0.56905,0,0,"K"
"86",86,99,7.67,85.734,0.205,27.066,1.961,2458600.5,0.169204159925186,3.08728325198111,2.56490208287855,6.43172428348024,127.19140774927,184.578762050597,246.428327969952,3.60966442108367,0.181693486432679,2459225.57288654,1981.35886469099,1.54987,1.67148,3.194,4.3281e-08,1.3915e-08,1.3367e-07,4.9569e-06,4.043e-05,4.2998e-05,1.7477e-05,1.627e-08,1.2284e-09,9.8098e-05,1.3396e-05,0.48291,0,0,"S"
"87",87,100,8.33,65.84,0.1898,23.08,1.3,2458600.5,0.140233065773782,2.58380089211599,2.22146657166553,10.1944713977872,343.389720664281,348.35287748759,113.282841433731,2.94613521256645,0.237309709737407,2458123.13714132,1517.00493164968,1.21145,2.42025,3.387,4.9764e-08,9.1096e-09,1.2893e-07,5.5618e-06,2.6277e-05,3.1094e-05,1.8324e-05,1.0387e-08,1.255e-09,7.6419e-05,8.0226e-06,0.48632,0,0,"S"
"89",89,102,7.66,83.908,0.217,23.74,2.091,2458600.5,0.0791987296079869,2.70165665262013,2.48768887789565,5.41838806285636,136.083601270261,188.479010179926,355.112845481006,2.91562442734461,0.221951887086797,2458622.5189816,1621.9731434823,1.47464,2.33091,3.356,3.725e-08,8.9416e-09,1.0125e-07,4.2065e-06,4.2829e-05,5.068e-05,2.8589e-05,9.6497e-09,1.1019e-09,0.00012883,8.0523e-06,0.51846,0,0,"S"
"102",102,115,7.82,71.7,0.256,12.028,5.8,2458600.5,0.142060156418415,2.76628864886941,2.37330925071253,3.5643990831809,63.7103082559336,94.5318342467747,222.225674485465,3.15926804702628,0.214218923175399,2459243.64731618,1680.5238055708,1.38617,1.83169,3.322,4.2161e-08,9.8718e-09,1.176e-07,4.7174e-06,7.7057e-05,7.8899e-05,1.7334e-05,1.1274e-08,1.1467e-09,8.1802e-05,8.9957e-06,0.51062,0,0,"S"
"105",105,118,8.42,57.3,0.2306,11.484,1.1,2458600.5,0.0804554221371639,2.58125824794162,2.37358202595844,5.78617548657513,203.654035560805,171.346553502859,351.024455030927,2.7889344699248,0.237660435620229,2458638.26625649,1514.76622122861,1.37392,2.58511,3.413,3.5492e-08,5.809e-09,9.201e-08,3.9797e-06,3.9159e-05,4.6626e-05,2.6213e-05,6.2764e-09,8.0227e-10,0.00011034,5.1134e-06,0.52825,0,0,"S"
"110",110,123,8.11,88.648,0.128,9.906,1.651,2458600.5,0.0754928795101859,2.63077646717231,2.43217157631784,2.95708952561212,187.98358561986,61.8822415361167,214.317339215709,2.82938135802678,0.230982007405218,2459231.20999521,1558.56295494238,1.41966,2.18097,3.394,3.7438e-08,7.6561e-09,9.7761e-08,4.6108e-06,7.1461e-05,7.7129e-05,2.9556e-05,8.234e-09,1.0083e-09,0.0001285,6.8036e-06,0.52687,0,0,"S"
"128",128,147,7.63,97.75,0.164,20.664,3.7,2458600.5,0.187051004061367,2.77150905283853,2.25309550173991,25.2888841080084,145.007365497069,252.759482185755,4.08224156773394,3.28992260393715,0.213613955347805,2458581.38963073,1685.28315209486,1.37349,2.45932,3.174,3.3939e-08,7.9456e-09,9.3735e-08,4.8051e-06,7.496e-06,1.5042e-05,1.5402e-05,9.4319e-09,9.1861e-10,7.2061e-05,7.2473e-06,0.45187,0,0,"S"
"130",130,150,9.2,39.037,0.233,9.864,0.512,2458600.5,0.0332725784755208,2.59151599067091,2.50528957150075,6.43481493793121,38.8660709237473,131.839688184891,17.1491821716056,2.67774240984108,0.236250770986365,2458527.911106,1523.80455097341,1.51343,2.28649,3.41,4.1083e-08,9.2501e-09,1.0717e-07,4.9352e-06,3.9407e-05,8.4926e-05,7.575e-05,9.5579e-09,1.2649e-09,0.00032055,8.1586e-06,0.47369,0,0,"S"
"135",135,157,9.27,39.025,0.213,14.218,0.462,2458600.5,0.051579679887235,2.87094934625979,2.72286669800725,1.00509502158654,277.699063581698,145.264287563689,215.300135667731,3.01903199451234,0.202612287041709,2459314.67122054,1776.79253936802,1.73552,2.14885,3.296,4.0743e-08,1.2735e-08,1.144e-07,4.2311e-06,0.00026539,0.00026931,4.5296e-05,1.3392e-08,1.3481e-09,0.00022387,1.1822e-05,0.49383,0,0,"S"
